,0,1,2,3,4,5,6,7,8,9,10
0,0.10838282831451472,0.13943872469313004,0.10093647855169632,0.07686000032459989,0.07323736324906349,0.06771654701408218,0.060454290798481775,0.06000790186226368,0.055364086484426964,0.05732370617196841,
1,0.08066428452730179,0.14515267706969204,0.10120196903453153,0.079228974878788,0.06581493072650012,0.0672807757030515,0.05260395521626753,0.057464903220534325,0.04991073506500791,0.05297393066918149,
2,0.06829460874638137,0.13168024929130778,0.10182458644404131,0.08668845037327093,0.06507507240509286,0.06538768824847306,0.04818304055644309,0.05894463024485637,0.045042287010480374,0.05283819974454887,
3,0.05395279270048965,0.1178720269133063,0.11562544326571857,0.08990020151523982,0.07063637662898092,0.06617898515918676,0.06604384422740515,0.058982131893143934,0.06306639401351705,0.05218504974618554,0.06298396922647953
4,0.09333960454472724,0.12667337585898006,0.09673308055190478,0.07590896241805133,0.05885960249339833,0.06805494581075276,0.05381016668808811,0.0636092324686401,0.04505518538986936,0.059954381931354016,
5,0.07142674407976515,0.14277004362905726,0.10412623426493477,0.08054409537683516,0.06536205627900712,0.06827667728066444,0.05072698150487507,0.05800026096403599,0.049293740789460784,0.056800281738533694,
6,0.060804716092260444,0.12978763089460485,0.10740108568878735,0.09093128824058701,0.06547900256426896,0.07020341977477074,0.05665800665669581,0.05998969288981136,0.05557352830381954,0.054947857936734665,0.05501551126294276
7,0.10623807208064724,0.1257597926784964,0.0966309501844294,0.07378849387168884,0.06292094684699003,0.06444972643957418,0.05048910188762581,0.05918753837399623,0.042627663296811724,0.05685443748884341,
8,0.07440280755433966,0.149872048812754,0.11053413328002482,0.07813204123693354,0.07378379803370028,0.06642009120653658,0.057165180826011824,0.05734187068746371,0.05276686607805245,0.055382114670732445,
9,0.06707735343233627,0.13058626520283081,0.10880908742547035,0.08828992243198787,0.06339998455608592,0.07438587572644739,0.05468310738968499,0.06913255538572283,0.05171550136497792,0.06186876637751565,
